시군구,행정구역명,행정동,법정동,행정구역분류,행정기관코드,법정동코드,행정동 영문명칭
양천구,목3동,목3동,목동,1115053,1147053000,11470102,Mok 3(sam)-dong
양천구,목4동,목4동,목동,1115054,1147054000,11470102,Mok 4(sa)-dong
양천구,목5동,목5동,목동,1115071,1147055000,11470102,Mok 5(o)-dong
양천구,신월1동,신월1동,신월동,1115057,1147056000,11470103,Sinwol 1(il)-dong
양천구,신월2동,신월2동,신월동,1115058,1147057000,11470103,Sinwol 2(i)-dong
양천구,신월3동,신월3동,신월동,1115059,1147058000,11470103,Sinwol 3(sam)-dong
양천구,신월4동,신월4동,신월동,1115060,1147059000,11470103,Sinwol 4(sa)-dong
양천구,신월5동,신월5동,신월동,1115061,1147060000,11470103,Sinwol 5(o)-dong
양천구,신월6동,신월6동,신월동,1115062,1147061000,11470103,Sinwol 6(yuk)-dong
양천구,신월7동,신월7동,신월동,1115063,1147061100,11470103,Sinwol 7(chil)-dong
양천구,신정1동,신정1동,신정동,1115064,1147062000,11470101,Sinjeong 1(il)-dong
양천구,신정2동,신정2동,신정동,1115065,1147063000,11470101,Sinjeong 2(i)-dong
양천구,신정3동,신정3동,신정동,1115066,1147064000,11470101,Sinjeong 3(sam)-dong
양천구,신정4동,신정4동,신정동,1115072,1147065000,11470101,Sinjeong 4(sa)-dong
양천구,신정6동,신정6동,신정동,1115069,1147067000,11470101,Sinjeong 6(yuk)-dong
양천구,신정7동,신정7동,신정동,1115070,1147068000,11470101,Sinjeong 7(chil)-dong
강서구,강서구,강서구,강서구,,1150000000,11500000,#N/A
강서구,염창동,염창동,염창동,1116051,1150051000,11500101,Yeomchang-dong
강서구,염창동,염창동,가양동,1116051,1150051000,11500104,Yeomchang-dong
강서구,등촌1동,등촌1동,등촌동,1116052,1150052000,11500102,Deungchon 1(il)-dong
강서구,등촌2동,등촌2동,등촌동,1116053,1150053000,11500102,Deungchon 2(i)-dong
강서구,등촌3동,등촌3동,등촌동,1116054,1150053500,11500102,Deungchon 3(sam)-dong
강서구,화곡1동,화곡1동,화곡동,1116073,1150054000,11500103,Hwagok 1(il)-dong
강서구,화곡2동,화곡2동,화곡동,1116057,1150055000,11500103,Hwagok 2(i)-dong
강서구,화곡3동,화곡3동,화곡동,1116058,1150056000,11500103,Hwagok 3(sam)-dong
강서구,화곡4동,화곡4동,화곡동,1116059,1150057000,11500103,Hwagok 4(sa)-dong
강서구,화곡본동,화곡본동,화곡동,1116055,1150059000,11500103,Hwagokbon-dong
강서구,화곡6동,화곡6동,화곡동,1116061,1150059100,11500103,Hwagok 6(yuk)-dong
강서구,화곡8동,화곡8동,화곡동,1116063,1150059300,11500103,Hwagok 8(pal)-dong
강서구,가양1동,가양1동,가양동,1116064,1150060300,11500104,Gayang 1(il)-dong
강서구,가양1동,가양1동,마곡동,1116064,1150060300,11500105,Gayang 1(il)-dong
강서구,가양2동,가양2동,가양동,1116065,1150060400,11500104,Gayang 2(i)-dong
강서구,가양3동,가양3동,가양동,1116066,1150060500,11500104,Gayang 3(sam)-dong
강서구,발산1동,발산1동,마곡동,1116067,1150061100,11500105,Balsan 1(il)-dong
강서구,발산1동,발산1동,내발산동,1116067,1150061100,11500106,Balsan 1(il)-dong
강서구,발산1동,발산1동,외발산동,1116067,1150061100,11500107,Balsan 1(il)-dong
강서구,우장산동,우장산동,화곡동,1116074,1150061500,11500103,Ujangsan-dong
강서구,우장산동,우장산동,내발산동,1116074,1150061500,11500106,Ujangsan-dong
강서구,공항동,공항동,마곡동,1116069,1150062000,11500105,Gonghang-dong
강서구,공항동,공항동,공항동,1116069,1150062000,11500108,Gonghang-dong
강서구,공항동,공항동,과해동,1116069,1150062000,11500111,Gonghang-dong
강서구,공항동,공항동,오곡동,1116069,1150062000,11500112,Gonghang-dong
강서구,공항동,공항동,오쇠동,1116069,1150062000,11500113,Gonghang-dong
강서구,방화1동,방화1동,마곡동,1116070,1150063000,11500105,Banghwa 1(il)-dong
강서구,방화1동,방화1동,방화동,1116070,1150063000,11500109,Banghwa 1(il)-dong
강서구,방화2동,방화2동,방화동,1116071,1150064000,11500109,Banghwa 2(i)-dong
강서구,방화2동,방화2동,개화동,1116071,1150064000,11500110,Banghwa 2(i)-dong
강서구,방화3동,방화3동,방화동,1116072,1150064100,11500109,Banghwa 3(sam)-dong
구로구,구로구,구로구,구로구,,1153000000,11530000,#N/A
구로구,신도림동,신도림동,신도림동,1117051,1153051000,11530101,Sindorim-dong
구로구,구로1동,구로1동,구로동,1117052,1153052000,11530102,Guro 1(il)-dong
구로구,구로2동,구로2동,구로동,1117071,1153053000,11530102,Guro 2(i)-dong
구로구,구로3동,구로3동,구로동,1117054,1153054000,11530102,Guro 3(sam)-dong
구로구,구로4동,구로4동,구로동,1117055,1153055000,11530102,Guro 4(sa)-dong
구로구,구로5동,구로5동,구로동,1117056,1153056000,11530102,Guro 5(o)-dong
구로구,가리봉동,가리봉동,가리봉동,1117070,1153059500,11530103,Garibong-dong
구로구,고척1동,고척1동,고척동,1117061,1153072000,11530106,Gocheok 1(il)-dong
구로구,고척2동,고척2동,고척동,1117062,1153073000,11530106,Gocheok 2(i)-dong
구로구,개봉1동,개봉1동,개봉동,1117072,1153074000,11530107,Gaebong 1(il)-dong
구로구,개봉2동,개봉2동,개봉동,1117064,1153075000,11530107,Gaebong 2(i)-dong
구로구,개봉3동,개봉3동,개봉동,1117065,1153076000,11530107,Gaebong 3(sam)-dong
구로구,오류1동,오류1동,오류동,1117067,1153077000,11530108,Oryu 1(il)-dong
구로구,오류2동,오류2동,오류동,1117068,1153078000,11530108,Oryu 2(i)-dong
구로구,오류2동,오류2동,천왕동,1117068,1153078000,11530111,Oryu 2(i)-dong
구로구,오류2동,오류2동,항동,1117068,1153078000,11530112,Oryu 2(i)-dong
구로구,수궁동,수궁동,궁동,1117069,1153079000,11530109,Sugung-dong
구로구,수궁동,수궁동,온수동,1117069,1153079000,11530110,Sugung-dong
금천구,금천구,금천구,금천구,,1154500000,11545000,#N/A
금천구,가산동,가산동,가산동,1118051,1154551000,11545101,Gasan-dong
금천구,독산1동,독산1동,독산동,1118052,1154561000,11545102,Doksan 1(il)-dong
금천구,독산2동,독산2동,독산동,1118053,1154562000,11545102,Doksan 2(i)-dong
금천구,독산3동,독산3동,독산동,1118054,1154563000,11545102,Doksan 3(sam)-dong
금천구,독산4동,독산4동,독산동,1118055,1154564000,11545102,Doksan 4(sa)-dong
금천구,시흥1동,시흥1동,시흥동,1118057,1154567000,11545103,Siheung 1(il)-dong
금천구,시흥2동,시흥2동,시흥동,1118058,1154568000,11545103,Siheung 2(i)-dong
금천구,시흥3동,시흥3동,시흥동,1118059,1154569000,11545103,Siheung 3(sam)-dong
금천구,시흥4동,시흥4동,시흥동,1118060,1154570000,11545103,Siheung 4(sa)-dong
금천구,시흥5동,시흥5동,시흥동,1118061,1154571000,11545103,Siheung 5(o)-dong
영등포구,영등포구,영등포구,영등포구,,1156000000,11560000,#N/A
영등포구,영등포본동,영등포본동,영등포동,1119073,1156051500,11560101,Yeongdeungpobon-dong
영등포구,영등포본동,영등포본동,신길동,1119073,1156051500,11560132,Yeongdeungpobon-dong
영등포구,영등포동,영등포동,영등포동,1119074,1156053500,11560101,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동1가,1119074,1156053500,11560102,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동2가,1119074,1156053500,11560103,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동3가,1119074,1156053500,11560104,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동4가,1119074,1156053500,11560105,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동5가,1119074,1156053500,11560106,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동6가,1119074,1156053500,11560107,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동7가,1119074,1156053500,11560108,Yeongdeungpo-dong
영등포구,영등포동,영등포동,영등포동8가,1119074,1156053500,11560109,Yeongdeungpo-dong
영등포구,여의동,여의동,여의도동,1119054,1156054000,11560110,Yeoui-dong
영등포구,당산1동,당산1동,당산동1가,1119055,1156055000,11560111,Dangsan 1(il)-dong
영등포구,당산1동,당산1동,당산동2가,1119055,1156055000,11560112,Dangsan 1(il)-dong
영등포구,당산1동,당산1동,당산동3가,1119055,1156055000,11560113,Dangsan 1(il)-dong
영등포구,당산2동,당산2동,당산동4가,1119056,1156056000,11560114,Dangsan  2(i)-dong
영등포구,당산2동,당산2동,당산동5가,1119056,1156056000,11560115,Dangsan  2(i)-dong
영등포구,당산2동,당산2동,당산동6가,1119056,1156056000,11560116,Dangsan  2(i)-dong
영등포구,당산2동,당산2동,당산동,1119056,1156056000,11560117,Dangsan  2(i)-dong
영등포구,도림동,도림동,도림동,1119075,1156058500,11560118,Dorim-dong
영등포구,문래동,문래동,문래동1가,1119076,1156060500,11560119,Mullae-dong
영등포구,문래동,문래동,문래동2가,1119076,1156060500,11560120,Mullae-dong
영등포구,문래동,문래동,문래동3가,1119076,1156060500,11560121,Mullae-dong
영등포구,문래동,문래동,문래동4가,1119076,1156060500,11560122,Mullae-dong
영등포구,문래동,문래동,문래동5가,1119076,1156060500,11560123,Mullae-dong
영등포구,문래동,문래동,문래동6가,1119076,1156060500,11560124,Mullae-dong
영등포구,양평1동,양평1동,양평동1가,1119061,1156061000,11560125,Yangpyeong 1(il)-dong
영등포구,양평1동,양평1동,양평동2가,1119061,1156061000,11560126,Yangpyeong 1(il)-dong
영등포구,양평1동,양평1동,양평동3가,1119061,1156061000,11560127,Yangpyeong 1(il)-dong
영등포구,양평2동,양평2동,양평동3가,1119062,1156062000,11560127,Yangpyeong 2(i)-dong
영등포구,양평2동,양평2동,양평동4가,1119062,1156062000,11560128,Yangpyeong 2(i)-dong
영등포구,양평2동,양평2동,양평동5가,1119062,1156062000,11560129,Yangpyeong 2(i)-dong
영등포구,양평2동,양평2동,양평동6가,1119062,1156062000,11560130,Yangpyeong 2(i)-dong
영등포구,양평2동,양평2동,양화동,1119062,1156062000,11560131,Yangpyeong 2(i)-dong
영등포구,양평2동,양평2동,양평동,1119062,1156062000,11560134,Yangpyeong 2(i)-dong
영등포구,신길1동,신길1동,신길동,1119063,1156063000,11560132,Singil 1(il)-dong
영등포구,신길3동,신길3동,신길동,1119065,1156065000,11560132,Singil 3(sam)-dong
영등포구,신길4동,신길4동,신길동,1119066,1156066000,11560132,Singil 4(sa)-dong
영등포구,신길5동,신길5동,신길동,1119067,1156067000,11560132,Singil 5(o)-dong
영등포구,신길5동,신길5동,대림동,1119067,1156067000,11560133,Singil 5(o)-dong
영등포구,신길6동,신길6동,신길동,1119068,1156068000,11560132,Singil 6(yuk)-dong
영등포구,신길7동,신길7동,신길동,1119069,1156069000,11560132,Singil 7(chil)-dong
영등포구,대림1동,대림1동,대림동,1119070,1156070000,11560133,Daerim 1(il)-dong
영등포구,대림2동,대림2동,대림동,1119071,1156071000,11560133,Daerim 2(i)-dong
영등포구,대림3동,대림3동,대림동,1119072,1156072000,11560133,Daerim 3(sam)-dong
동작구,동작구,동작구,동작구,,1159000000,11590000,#N/A
동작구,노량진1동,노량진1동,노량진동,1120072,1159051000,11590101,Noryangjin 1(il)-dong
동작구,노량진1동,노량진1동,본동,1120072,1159051000,11590104,Noryangjin 1(il)-dong
동작구,노량진2동,노량진2동,노량진동,1120052,1159052000,11590101,Noryangjin 2(i)-dong
동작구,상도1동,상도1동,상도동,1120053,1159053000,11590102,Sangdo 1(il)-dong
동작구,상도1동,상도1동,상도1동,1120053,1159053000,11590103,Sangdo 1(il)-dong
동작구,상도2동,상도2동,상도동,1120054,1159054000,11590102,Sangdo 2(i)-dong
동작구,상도3동,상도3동,상도동,1120055,1159055000,11590102,Sangdo 3(sam)-dong
동작구,상도4동,상도4동,상도동,1120056,1159056000,11590102,Sangdo 4(sa)-dong
동작구,흑석동,흑석동,흑석동,1120071,1159060500,11590105,Heukseok-dong
동작구,사당1동,사당1동,사당동,1120063,1159062000,11590107,Sadang 1(il)-dong
동작구,사당2동,사당2동,동작동,1120073,1159063000,11590106,Sadang 2(i)-dong
동작구,사당2동,사당2동,사당동,1120073,1159063000,11590107,Sadang 2(i)-dong
동작구,사당3동,사당3동,사당동,1120065,1159064000,11590107,Sadang 3(sam)-dong
동작구,사당4동,사당4동,사당동,1120066,1159065000,11590107,Sadang 4(sa)-dong
동작구,사당5동,사당5동,사당동,1120067,1159065100,11590107,Sadang 5(o)-dong
동작구,대방동,대방동,대방동,1120068,1159066000,11590108,Daebang-dong
동작구,신대방1동,신대방1동,신대방동,1120069,1159067000,11590109,Sindaebang 1(il)-dong
동작구,신대방2동,신대방2동,신대방동,1120070,1159068000,11590109,Sindaebang 2(i)-dong
관악구,관악구,관악구,관악구,,1162000000,11620000,#N/A
관악구,보라매동,보라매동,봉천동,1121052,1162052500,11620101,Boramae-dong
관악구,청림동,청림동,봉천동,1121054,1162054500,11620101,Cheongnim-dong
관악구,성현동,성현동,봉천동,1121079,1162056500,11620101,Seonghyeon-dong
관악구,행운동,행운동,봉천동,1121057,1162057500,11620101,Haengun-dong
관악구,낙성대동,낙성대동,봉천동,1121058,1162058500,11620101,Nagseongdae-dong
관악구,청룡동,청룡동,봉천동,1121080,1162059500,11620101,Cheongnyong-dong
관악구,은천동,은천동,봉천동,1121078,1162060500,11620101,Euncheon-dong
관악구,중앙동,중앙동,봉천동,1121061,1162061500,11620101,Jungang-dong
관악구,인헌동,인헌동,봉천동,1121062,1162062500,11620101,Inheon-dong
관악구,남현동,남현동,남현동,1121063,1162063000,11620103,Namhyeon-dong
관악구,서원동,서원동,신림동,1121064,1162064500,11620102,Sewon-dong
관악구,신원동,신원동,신림동,1121065,1162065500,11620102,Sinwon-dong
관악구,서림동,서림동,신림동,1121066,1162066500,11620102,Serim-dong
관악구,신사동,신사동,신림동,1121068,1162068500,11620102,Sinsa-dong
관악구,신림동,신림동,신림동,1121069,1162069500,11620102,Sillim-dong
관악구,난향동,난향동,신림동,1121071,1162071500,11620102,Nanhyang-dong
관악구,조원동,조원동,신림동,1121072,1162072500,11620102,Jowon-dong
관악구,대학동,대학동,신림동,1121073,1162073500,11620102,Daehak-dong
관악구,삼성동,삼성동,신림동,1121082,1162074500,11620102,Samseong-dong
관악구,미성동,미성동,신림동,1121083,1162076500,11620102,Miseong-dong
관악구,난곡동,난곡동,신림동,1121081,1162077500,11620102,Nangok-dong
서초구,서초구,서초구,서초구,,1165000000,11650000,#N/A
서초구,서초1동,서초1동,서초동,1122051,1165051000,11650108,Seocho 1(il)-dong
서초구,서초2동,서초2동,서초동,1122052,1165052000,11650108,Seocho 2(i)-dong
서초구,서초3동,서초3동,방배동,1122053,1165053000,11650101,Seocho 3(sam)-dong
서초구,서초3동,서초3동,서초동,1122053,1165053000,11650108,Seocho 3(sam)-dong
서초구,서초4동,서초4동,서초동,1122054,1165053100,11650108,Seocho 4(sa)-dong
서초구,잠원동,잠원동,잠원동,1122055,1165054000,11650106,Jamwon-dong
서초구,반포본동,반포본동,반포동,1122056,1165055000,11650107,Banpobon-dong
서초구,반포1동,반포1동,반포동,1122057,1165056000,11650107,Banpo 1(il)-dong
서초구,반포2동,반포2동,반포동,1122058,1165057000,11650107,Banpo 2(i)-dong
서초구,반포3동,반포3동,잠원동,1122059,1165058000,11650106,Banpo 3(sam)-dong
서초구,반포4동,반포4동,반포동,1122060,1165058100,11650107,Banpo 4(sa)-dong
서초구,방배본동,방배본동,방배동,1122061,1165059000,11650101,Bangbaebon-dong
서초구,방배1동,방배1동,방배동,1122062,1165060000,11650101,Bangbae 1(il)-dong
서초구,방배2동,방배2동,방배동,1122063,1165061000,11650101,Bangbae 2(i)-dong
서초구,방배3동,방배3동,방배동,1122064,1165062000,11650101,Bangbae 3(sam)-dong
서초구,방배4동,방배4동,방배동,1122065,1165062100,11650101,Bangbae 4(sa)-dong
서초구,양재1동,양재1동,양재동,1122066,1165065100,11650102,Yangjae 1(il)-dong
서초구,양재1동,양재1동,우면동,1122066,1165065100,11650103,Yangjae 1(il)-dong
서초구,양재2동,양재2동,양재동,1122067,1165065200,11650102,Yangjae 2(i)-dong
서초구,양재2동,양재2동,원지동,1122067,1165065200,11650104,Yangjae 2(i)-dong
서초구,내곡동,내곡동,내곡동,1122068,1165066000,11650109,Naegok-dong
서초구,내곡동,내곡동,염곡동,1122068,1165066000,11650110,Naegok-dong
서초구,내곡동,내곡동,신원동,1122068,1165066000,11650111,Naegok-dong
강남구,강남구,강남구,강남구,,1168000000,11680000,#N/A
강남구,신사동,신사동,신사동,1123051,1168051000,11680107,Sinsa-dong
강남구,신사동,신사동,압구정동,1123051,1168051000,11680110,Sinsa-dong
강남구,논현1동,논현1동,논현동,1123052,1168052100,11680108,Nonhyeon 1(il)-dong
강남구,논현2동,논현2동,논현동,1123053,1168053100,11680108,Nonhyeon 2(i)-dong
강남구,압구정동,압구정동,신사동,1123077,1168054500,11680107,Apgujeong-dong
강남구,압구정동,압구정동,압구정동,1123077,1168054500,11680110,Apgujeong-dong
강남구,청담동,청담동,청담동,1123078,1168056500,11680104,Cheongdam-dong
강남구,삼성1동,삼성1동,삼성동,1123058,1168058000,11680105,Samseong 1(il)-dong
강남구,삼성2동,삼성2동,삼성동,1123059,1168059000,11680105,Samseong 2(i)-dong
강남구,대치1동,대치1동,대치동,1123060,1168060000,11680106,Daechi 1(il)-dong
강남구,대치2동,대치2동,대치동,1123079,1168061000,11680106,Daechi 2(i)-dong
강남구,대치4동,대치4동,대치동,1123063,1168063000,11680106,Daechi 4(sa)-dong
강남구,역삼1동,역삼1동,역삼동,1123064,1168064000,11680101,Yeoksam 1(il)-dong
강남구,역삼2동,역삼2동,역삼동,1123065,1168065000,11680101,Yeoksam 2(i)-dong
강남구,도곡1동,도곡1동,도곡동,1123066,1168065500,11680118,Dogok 1(il)-dong
강남구,도곡2동,도곡2동,도곡동,1123067,1168065600,11680118,Dogok 2(i)-dong
강남구,개포1동,개포1동,개포동,1123068,1168066000,11680103,Gaepo 1(il)-dong
강남구,개포2동,개포2동,개포동,1123080,1168067000,11680103,Gaepo 2(i)-dong
강남구,개포2동,개포2동,일원동,1123080,1168067000,11680114,Gaepo 2(i)-dong
강남구,개포4동,개포4동,개포동,1123071,1168069000,11680103,Gaepo 4(sa)-dong
강남구,세곡동,세곡동,세곡동,1123076,1168070000,11680111,Segok-dong
강남구,세곡동,세곡동,자곡동,1123076,1168070000,11680112,Segok-dong
강남구,세곡동,세곡동,율현동,1123076,1168070000,11680113,Segok-dong
강남구,일원본동,일원본동,일원동,1123072,1168072000,11680114,Irwonbon-dong
강남구,일원본동,일원본동,수서동,1123072,1168072000,11680115,Irwonbon-dong
강남구,일원1동,일원1동,일원동,1123073,1168073000,11680114,Irwon 1(il)-dong
강남구,일원1동,일원1동,수서동,1123073,1168073000,11680115,Irwon 1(il)-dong
강남구,일원2동,일원2동,개포동,1123074,1168074000,11680103,Irwon 2(i)-dong
강남구,일원2동,일원2동,대치동,1123074,1168074000,11680106,Irwon 2(i)-dong
강남구,일원2동,일원2동,일원동,1123074,1168074000,11680114,Irwon 2(i)-dong
강남구,수서동,수서동,수서동,1123075,1168075000,11680115,Suseo-dong
송파구,송파구,송파구,송파구,,1171000000,11710000,#N/A
송파구,풍납1동,풍납1동,풍납동,1124051,1171051000,11710103,Pungnap 1(il)-dong
송파구,풍납2동,풍납2동,풍납동,1124052,1171052000,11710103,Pungnap 2(i)-dong
송파구,거여1동,거여1동,거여동,1124053,1171053100,11710113,Geoyeo 1(il)-dong
송파구,거여2동,거여2동,거여동,1124054,1171053200,11710113,Geoyeo 2(i)-dong
송파구,마천1동,마천1동,마천동,1124055,1171054000,11710114,Macheon 1(il)-dong
송파구,마천2동,마천2동,마천동,1124056,1171055000,11710114,Macheon 2(i)-dong
송파구,방이1동,방이1동,방이동,1124057,1171056100,11710111,Bangi 1(il)-dong
송파구,방이2동,방이2동,방이동,1124058,1171056200,11710111,Bangi 2(i)-dong
송파구,오륜동,오륜동,방이동,1124059,1171056600,11710111,Oryun-dong
송파구,오금동,오금동,오금동,1124060,1171057000,11710112,Ogeum-dong
송파구,송파1동,송파1동,송파동,1124061,1171058000,11710104,Songpa 1(il)-dong
송파구,송파2동,송파2동,송파동,1124062,1171059000,11710104,Songpa 2(i)-dong
송파구,석촌동,석촌동,석촌동,1124063,1171060000,11710105,Seokchon-dong
송파구,삼전동,삼전동,삼전동,1124064,1171061000,11710106,Samjeon-dong
송파구,가락본동,가락본동,가락동,1124065,1171062000,11710107,Garakbon-dong
송파구,가락1동,가락1동,가락동,1124066,1171063100,11710107,Garak 1(il)-dong
송파구,가락2동,가락2동,가락동,1124067,1171063200,11710107,Garak 2(i)-dong
송파구,문정1동,문정1동,문정동,1124068,1171064100,11710108,Munjeong 1(il)-dong
송파구,문정2동,문정2동,문정동,1124069,1171064200,11710108,Munjeong 2(i)-dong
송파구,문정2동,문정2동,장지동,1124069,1171064200,11710109,Munjeong 2(i)-dong
송파구,장지동,장지동,문정동,1124070,1171064600,11710108,Jangji-dong
송파구,장지동,장지동,장지동,1124070,1171064600,11710109,Jangji-dong
송파구,잠실본동,잠실본동,잠실동,1124071,1171065000,11710101,Jamsilbon-dong
송파구,잠실2동,잠실2동,잠실동,1124079,1171067000,11710101,Jamsil 2(i)-dong
송파구,잠실3동,잠실3동,잠실동,1124080,1171068000,11710101,Jamsil 3(sam)-dong
송파구,잠실4동,잠실4동,신천동,1124075,1171069000,11710102,Jamsil 4(sa)-dong
송파구,잠실6동,잠실6동,신천동,1124077,1171071000,11710102,Jamsil 6(yuk)-dong
송파구,잠실7동,잠실7동,잠실동,1124078,1171072000,11710101,Jamsil 7(chil)-dong
강동구,강동구,강동구,강동구,,1174000000,11740000,#N/A
강동구,강일동,강일동,상일동,1125051,1174051500,11740103,Gangil-dong
강동구,강일동,강일동,강일동,1125051,1174051500,11740110,Gangil-dong
강동구,상일동,상일동,상일동,1125052,1174052000,11740103,Sangil-dong
강동구,명일1동,명일1동,명일동,1125053,1174053000,11740101,Myeongil 1(il)-dong
강동구,명일2동,명일2동,명일동,1125054,1174054000,11740101,Myeongil 2(i)-dong
강동구,고덕1동,고덕1동,고덕동,1125055,1174055000,11740102,Godeok 1(il)-dong
강동구,고덕2동,고덕2동,고덕동,1125056,1174056000,11740102,Godeok 2(i)-dong
강동구,암사1동,암사1동,암사동,1125072,1174057000,11740107,Amsa 1(il)-dong
강동구,암사2동,암사2동,암사동,1125058,1174058000,11740107,Amsa 2(i)-dong
강동구,암사3동,암사3동,암사동,1125059,1174059000,11740107,Amsa 3(sam)-dong
강동구,천호1동,천호1동,천호동,1125061,1174060000,11740109,Cheonho 1(il)-dong
강동구,천호2동,천호2동,천호동,1125073,1174061000,11740109,Cheonho 2(i)-dong
강동구,천호3동,천호3동,천호동,1125063,1174062000,11740109,Cheonho 3(sam)-dong
강동구,성내1동,성내1동,성내동,1125065,1174064000,11740108,Seongnae 1(il)-dong
강동구,성내2동,성내2동,성내동,1125066,1174065000,11740108,Seongnae 2(i)-dong
강동구,성내3동,성내3동,성내동,1125067,1174066000,11740108,Seongnae 3(sam)-dong
강동구,길동,길동,길동,1125074,1174068500,11740105,Gil-dong
강동구,둔촌1동,둔촌1동,둔촌동,1125070,1174069000,11740106,Dunchon 1(il)-dong
강동구,둔촌2동,둔촌2동,둔촌동,1125071,1174070000,11740106,Dunchon 2(i)-dong
